District,Code,Party,first_name,last_name,First Elected,Birth Year,Gender,Race/ Ethnicity,Religion,LGBTQ,Pre-2020 Incumbent,biden_2020,trump_2020,dem_house_2020,rep_house_2020,white_%,black_%,latino_%,asian_%,native_%
Michigan's 1st,MI-01,Republican,Jack,Bergman,2016,1947,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Won,40.57706831,57.87136225,36.83829907,61.64567211,92.66471059,1.627989686,1.269671913,0.4232239708,2.203254201
Michigan's 2nd,MI-02,Republican,Bill,Huizenga,2010,1969,Man,White - Non-Hispanic,Christian - Protestant - Reformed (Calvinist),No,Won,43.19515944,54.99499841,38.22024714,59.19721659,84.79713094,5.888638032,5.708392563,1.576683298,0.4729120792
Michigan's 3rd,MI-03,Republican,Peter,Meijer,2020,1988,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Retired,47.43198145,50.64660584,47.04017411,52.95957801,85.0753335,7.794209114,3.980653726,1.237456021,0.3304833784
Michigan's 4th,MI-04,Republican,John,Moolenaar,2014,1961,Man,White - Non-Hispanic,Christian - Protestant,No,Won,37.19114073,61.13014592,32.36533644,65.00314807,93.16880445,1.937204708,2.503436536,0.5443836539,0.6326866881
Michigan's 5th,MI-05,Democratic,Dan,Kildee,2012,1958,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,51.44064917,47.08703157,54.45472977,41.76139511,77.18058557,16.13662007,3.898376394,0.7343519917,0.3451836836
Michigan's 6th,MI-06,Republican,Fred,Upton,1986,1953,Man,White - Non-Hispanic,Christian - Protestant,No,Won,46.81992437,51.33344596,40.13008602,55.80663887,85.5504801,7.50069917,3.568565303,1.049687704,0.3449240235
Michigan's 7th,MI-07,Republican,Tim,Walberg,"2010, 2006-2008",1951,Man,White - Non-Hispanic,Christian - Evangelical Protestant - United Brethren,No,Won,41.62107739,56.67109101,41.24880251,58.75119749,90.29839059,4.141908263,3.299892215,0.608941584,0.327962487
Michigan's 8th,MI-08,Democratic,Elissa,Slotkin,2018,1976,Woman,White - Non-Hispanic,Jewish,No,Won,48.7845553,49.60435941,50.87546458,47.28092374,86.52974711,5.184731764,3.801527554,2.580945768,0.2293158895
Michigan's 9th,MI-09,Democratic,Andy,Levin,2018,1960,Man,White - Non-Hispanic,Jewish,No,Won,55.90254156,42.69195787,57.70688796,38.4087874,80.42540723,12.6605807,1.885306694,3.175446147,0.317727743
Michigan's 10th,MI-10,Republican,Lisa,McClain,2020,1966,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,34.44316258,64.21932083,33.71979521,66.28020479,92.23897519,2.902155129,2.17615917,1.28009363,0.1792131082
Michigan's 11th,MI-11,Democratic,Haley,Stevens,2018,1983,Woman,White - Non-Hispanic,Christian - Protestant,No,Won,51.58971487,47.05421461,50.19790309,47.81751626,85.2311514,5.335065231,2.104824029,5.734223301,0.2266004248
Michigan's 12th,MI-12,Democratic,Debbie,Dingell,2014,1953,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,64.21409971,34.40429097,66.42567017,30.67012659,79.0678184,10.40085333,4.514242721,3.600918086,0.2285692517
Michigan's 13th,MI-13,Democratic,Rashida,Tlaib,2018,1976,Woman,Middle Eastern - Palestinian,Muslim,No,Won,78.84224338,19.97787945,78.07510013,18.64770799,36.99243794,56.22945093,3.999876706,0.8774453395,0.3668009206
Michigan's 14th,MI-14,Democratic,Brenda,Lawrence,2014,1954,Woman,Black - African-American,Christian - Protestant,No,Won,79.54344984,19.54661035,79.27771594,18.30658802,33.41018634,58.43478261,2.936645963,2.98931677,0.2454658385
Minnesota's 1st,MN-01,Republican,Jim,Hagedorn,2018,1962,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Won,43.86362482,54.01373052,45.51640749,48.59186241,92.10534297,2.117980084,3.021786382,1.655967245,0.2709396957
Minnesota's 2nd,MN-02,Democratic,Angie,Craig,2018,1972,Woman,White - Non-Hispanic,Christian - Protestant - Lutheran,Lesbian,Won,52.35517292,45.51955674,48.18097015,45.92426127,87.63014452,3.580537081,3.282492374,3.727559134,0.4260639096
Minnesota's 3rd,MN-03,Democratic,Dean,Phillips,2018,1969,Man,White - Non-Hispanic,Jewish,No,Won,58.6839686,39.38481189,55.6051244,44.32454244,85.97866103,5.175834263,2.05789749,5.14030222,0.203322246
Minnesota's 4th,MN-04,Democratic,Betty,McCollum,2000,1954,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,67.54644487,30.48400576,63.1724893,28.97094425,76.99347057,8.112445796,3.988436425,8.241040722,0.5183671435
Minnesota's 5th,MN-05,Democratic,Ilhan,Omar,2018,1982,Woman,Black - Somali,Muslim,No,Won,80.31808077,17.66862922,64.26004926,25.83167404,74.7658955,13.35969468,3.687637709,4.449952786,0.9944523135
Minnesota's 6th,MN-06,Republican,Tom,Emmer,2014,1961,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,38.84322951,58.96973953,34.16216557,65.70371107,92.91118647,1.936609366,1.677872082,1.907207401,0.3881059255
Minnesota's 7th,MN-07,Republican,Michelle,Fischbach,2020,1965,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Lost,34.36757288,63.76367948,39.84846359,53.39154885,92.83880516,0.8497186062,2.396125927,0.5416452727,2.313570328
Minnesota's 8th,MN-08,Republican,Pete,Stauber,2018,1966,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,41.73264369,56.32091957,37.55368786,56.7502559,93.67667299,0.9345434596,1.236754218,0.5707356041,2.152048585
Mississippi's 1st,MS-01,Republican,Trent,Kelly,2015 Special,1966,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,33.76239326,64.78406671,31.25287339,68.74712661,70.02226505,27.09471887,1.569114062,0.4523413505,0.1584074768
Mississippi's 2nd,MS-02,Democratic,Bennie,Thompson,1993 Special,1948,Man,Black - African-American,Christian - Protestant - Methodist,No,Won,63.66449604,35.17154865,66.01667373,33.98332627,33.47868217,64.25273598,1.188440492,0.3438972488,0.3125474996
Mississippi's 3rd,MS-03,Republican,Michael,Guest,2018,1970,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,38.64324289,60.09494276,35.33228413,64.66771587,62.20717635,34.6948762,1.082769113,0.6663878929,0.8078507433
Mississippi's 4th,MS-04,Republican,Steven,Palazzo,2010,1970,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,30.2782073,68.25469365,0,100,72.30426424,22.52883607,2.543691017,1.128102062,0.3792380287
Missouri's 1st,MO-01,Democratic,Cori,Bush,2020,1976,Woman,Black - African-American,Christian - Protestant - Nondenominational,No,Open - Lost in primary,80.2634691,18.13723049,78.78236777,18.95809546,46.16903597,48.1565114,1.971933995,1.75526809,0.2157517027
Missouri's 2nd,MO-02,Republican,Ann,Wagner,2012,1962,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,49.15691151,49.18233571,45.51928572,51.88784639,90.56678935,3.710759905,1.629789998,2.956484087,0.1437540593
Missouri's 3rd,MO-03,Republican,Blaine,Luetkemeyer,2008,1960,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,31.31194456,66.84939964,28.5002013,69.4408712,92.99161498,3.208474705,1.627928622,0.6295108599,0.3223704807
Missouri's 4th,MO-04,Republican,Vicky,Hartzler,2010,1960,Woman,White - Non-Hispanic,Christian - Evangelical Protestant,No,Won,31.93286182,66.00243066,29.66491748,67.59169432,89.39934198,4.642309614,2.681170654,1.014590116,0.5133240315
Missouri's 5th,MO-05,Democratic,Emanuel,Cleaver,2004,1944,Man,Black - African-American,Christian - Protestant - Methodist,No,Won,58.39022316,39.63476733,58.78614193,38.57049627,70.19915093,21.06550621,5.10950199,1.477457037,0.4174458694
Missouri's 6th,MO-06,Republican,Sam,Graves,2000,1963,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,34.97282796,63.28016122,30.8274945,67.06145228,90.49598251,4.073894105,2.85042431,0.8607674019,0.3713794839
Missouri's 7th,MO-07,Republican,Billy,Long,2010,1955,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,28.11815175,70.02589882,26.56797091,68.86804971,92.00216274,1.707875969,2.620173534,0.9002823574,0.9320368352
Missouri's 8th,MO-08,Republican,Jason,Smith,2013 Special,1980,Man,White - Non-Hispanic,Christian - Evangelical Protestant - Pentecostal,No,Won,21.3474497,77.3078244,21.36748772,76.85978693,92.29975937,4.346369798,1.360058527,0.3049774793,0.4821464773
Montana's At-Large,MT-AL,Republican,Matt,Rosendale,2020,1960,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Ran for governor,40.5516533,56.92167517,43.61364502,56.38635498,89.10993267,0.3829583533,2.826804598,0.6042784406,5.242674989
Nebraska's 1st,NE-01,Republican,Jeff,Fortenberry,2004,1960,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,41.32562194,56.3325272,37.66839019,59.51707677,88.60666616,2.552952728,4.882549068,1.716715043,0.8977416187
Nebraska's 2nd,NE-02,Republican,Don,Bacon,2016,1963,Man,White - Non-Hispanic,Christian - Protestant,No,Won,52.24749374,45.70693463,46.20877132,50.76863266,81.60605794,9.079202254,5.750858501,1.63775645,0.3566082592
Nebraska's 3rd,NE-03,Republican,Adrian,Smith,2006,1970,Man,White - Non-Hispanic,Christian - Evangelical Protestant - Free Church,No,Won,22.40602629,75.59371513,17.67618649,78.51483767,90.43106673,0.8999920656,6.441630867,0.5474762817,0.7390363057
Nevada's 1st,NV-01,Democratic,Dina,Titus,"2012, 2008-2010",1950,Woman,White - Non-Hispanic,Christian - Eastern Orthodox,No,Won,61.46330175,36.41584065,61.76521977,33.37171222,44.96118345,13.16584143,29.13992298,9.284186075,0.701754386
Nevada's 2nd,NV-02,Republican,Mark,Amodei,2011 Special,1958,Man,White - Non-Hispanic,Christian - Protestant,No,Won,43.56000886,53.55218954,40.70838549,56.46544177,76.0524167,1.946933997,14.07616555,3.845661948,2.145660964
Nevada's 3rd,NV-03,Democratic,Susie,Lee,2018,1966,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,49.14696522,48.9452658,48.75255241,45.76970272,62.76911063,6.939637577,13.96979217,12.7229647,0.3913529631
Nevada's 4th,NV-04,Democratic,Steven,Horsford,"2018, 2012-2014",1973,Man,Black - African-American/Trinidadian,Christian - Protestant - Baptist,No,Won,50.887772,46.95922448,50.66848338,45.80396969,55.03889334,15.72467369,19.08156953,6.424753811,0.863056905
New Hampshire's 1st,NH-01,Democratic,Chris,Pappas,2018,1980,Man,White - Non-Hispanic,Christian - Eastern Orthodox,Gay,Won,52.20958902,46.1830373,51.31669915,46.21338239,93.73680173,1.063436899,2.419484664,1.418547173,0.1060596017
New Hampshire's 2nd,NH-02,Democratic,Annie,Kuster,2012,1956,Woman,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Won,53.54144121,44.77140996,53.89930158,43.70291972,93.32173512,0.9525274176,2.666307827,1.632080278,0.1787791117
New Jersey's 1st,NJ-01,Democratic,Donald,Norcross,2014 Special,1958,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Won,62.07225285,36.60103584,62.48006649,37.51993351,68.42487635,16.45632108,9.642986876,4.101971815,0.07637640528
New Jersey's 2nd,NJ-02,Republican,Jeff,Van Drew,2018,1953,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,47.8853365,50.79007539,46.16926971,51.92605438,72.98665915,11.94006013,10.32130778,3.043028936,0.2696354754
New Jersey's 3rd,NJ-03,Democratic,Andy,Kim,2018,1982,Man,Asian - Korean,Christian - Protestant - Presbyterian,No,Won,49.21628958,49.39618726,53.23303116,45.47111603,79.4199789,10.13396696,5.940295596,2.785732651,0.04965023185
New Jersey's 4th,NJ-04,Republican,Chris,Smith,1980,1953,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,44.11654131,54.63934884,38.27338536,59.87798326,82.66090663,6.200281658,6.530468542,3.712937236,0.04948045522
New Jersey's 5th,NJ-05,Democratic,Josh,Gottheimer,2016,1975,Man,White - Non-Hispanic,Jewish,No,Won,51.91301097,46.71610169,53.15294262,45.63658424,75.53647664,4.624489911,10.85393322,7.989897181,0.1668096014
New Jersey's 6th,NJ-06,Democratic,Frank,Pallone,1988,1951,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,57.22551991,41.52066185,61.16516752,38.83483248,57.89974425,10.85626598,16.10025575,13.96828645,0.1493606138
New Jersey's 7th,NJ-07,Democratic,Tom,Malinowski,2018,1965,Man,White - Non-Hispanic (Polish),Unknown/Refused,No,Won,54.19915677,44.25786563,50.61194109,49.38805891,78.44834189,4.758941564,8.237918358,7.598414643,0.0574404534
New Jersey's 8th,NJ-08,Democratic,Albio,Sires,2006 Special,1951,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Won,73.06590708,25.90848812,74.02763294,24.57815582,34.55982395,10.41964909,47.29836849,6.486991706,0.1277758717
New Jersey's 9th,NJ-09,Democratic,Bill,Pascrell,1996,1937,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,62.19051498,36.80582545,65.7985023,31.86288129,46.55324976,10.8532603,30.85747393,10.63415148,0.1358896029
New Jersey's 10th,NJ-10,Democratic,Donald,Payne,2012 Special,1958,Man,Black - African-American,Christian - Protestant - Baptist,No,Won,82.77562732,16.39301994,83.2808637,13.89543083,23.03785024,53.95707029,15.9777978,5.731812223,0.175118794
New Jersey's 11th,NJ-11,Democratic,Mikie,Sherrill,2018,1972,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,52.8896874,45.78118915,53.30367019,46.69632981,79.22780138,3.570699857,8.630891655,7.606054423,0.05471981599
New Jersey's 12th,NJ-12,Democratic,Bonnie Watson,Coleman,2014,1945,Woman,Black - African-American,Christian - Protestant - Baptist,No,Won,67.26385581,31.4435713,65.64304499,32.57971427,57.38828827,18.26636377,11.00789031,12.17622361,0.1217013854
New Mexico's 1st,NM-01,Vacant (D),,,,,,,,,Won,60.20255281,37.43626361,58.18824115,41.81175885,46.90503347,2.495412844,43.20357054,1.942970493,4.032729978
New Mexico's 2nd,NM-02,Republican,Yvette,Herrell,2020,1964,Woman,Native American - Cherokee Nation,Christian - Protestant,No,Lost,43.06907091,54.92262831,46.25319877,53.70264129,44.33052376,1.868159517,47.12123118,0.5524803959,5.20610559
New Mexico's 3rd,NM-03,Democratic,Teresa,Leger Fernandez,2020,1959,Woman,Hispanic,Christian - Roman Catholic,No,Open - Ran for Senate,57.66095231,40.10182055,58.68110683,41.31889317,42.58313922,1.414481836,36.40580859,0.9426574813,17.48029935
New York's 1st,NY-01,Republican,Lee,Zeldin,2014,1980,Man,White - Non-Hispanic,Jewish,No,Won,47.3153711,51.46546079,44.07045273,55.90184303,81.93794271,4.727589109,9.423969889,2.906157498,0.2335896199
New York's 2nd,NY-02,Republican,Andrew,Garbarino,2020,1984,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,47.39332367,51.4438791,46.00521772,52.9392977,70.71684623,9.431875414,15.97523281,2.771989769,0.1185033033
New York's 3rd,NY-03,Democratic,Tom,Suozzi,2016,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,54.685714,44.27745577,55.93271285,43.45190171,75.44534239,2.972129724,7.627353135,13.03252645,0.1106796302
New York's 4th,NY-04,Democratic,Kathleen,Rice,2014,1965,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,55.60852857,43.36073045,56.12679539,42.99012115,64.89284471,14.74416986,13.28327781,5.984784446,0.1322659241
New York's 5th,NY-05,Democratic,Gregory,Meeks,1998 Special,1953,Man,Black - African-American,Christian - Protestant - Methodist,No,Won,83.2857848,16.15016624,99.3263366,0,13.57320769,53.19849153,16.48310976,14.5845212,0.4651441947
New York's 6th,NY-06,Democratic,Grace,Meng,2012,1975,Woman,Asian - Taiwanese,Christian - Protestant,No,Won,61.768215,37.3585974,67.91470369,31.98996212,42.92796213,4.442633201,18.4616587,32.36010004,0.3394220892
New York's 7th,NY-07,Democratic,Nydia,Velázquez,1992,1953,Woman,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Won,81.81553119,17.30804687,84.75070192,14.42429242,36.16431194,10.20129804,36.40641517,15.71284056,0.178451676
New York's 8th,NY-08,Democratic,Hakeem,Jeffries,2012,1970,Man,Black - African-American,Christian - Protestant - Baptist,No,Won,82.86252354,16.47340542,84.76164362,15.15573531,27.42624076,51.06255241,15.49611192,4.489403065,0.1400853854
New York's 9th,NY-09,Democratic,Yvette,Clarke,2006,1964,Woman,Black - Jamaican,Christian - Protestant - African Methodist Episcopal,No,Won,81.42526722,17.82828106,83.03792994,15.85223338,35.17219556,47.13886398,9.90770529,6.134697537,0.1392331628
New York's 10th,NY-10,Democratic,Jerry,Nadler,1992 Special,1947,Man,White - Non-Hispanic,Jewish,No,Won,76.13279028,22.89871461,74.48659812,24.14974583,67.78247859,4.085233722,11.0287896,15.41533381,0.1393045093
New York's 11th,NY-11,Republican,Nicole,Malliotakis,2020,1980,Woman,Hispanic - Cuban,Christian - Eastern Orthodox,No,Lost,44.28985856,54.82679355,46.77512836,53.05167841,66.14750894,6.770097317,13.79576455,12.06791144,0.1513374826
New York's 12th,NY-12,Democratic,Carolyn,Maloney,1992,1948,Woman,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,84.13316507,14.82392885,82.09125722,16.4264862,70.69232756,4.773591172,12.03546518,10.74934495,0.1300882016
New York's 13th,NY-13,Democratic,Adriano,Espaillat,2016,1954,Man,Hispanic - Dominican,Christian - Roman Catholic,No,Won,88.05536259,11.14727113,90.78631006,7.764811842,17.6036225,28.83359124,47.71983757,4.072200816,0.1422829665
New York's 14th,NY-14,Democratic,Alexandria,Ocasio-Cortez,2018,1989,Woman,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Won,73.29692011,25.87269551,71.5633101,27.39507695,31.28207058,12.41923545,40.97130741,14.02888078,0.2847930546
New York's 15th,NY-15,Democratic,Ritchie,Torres,2020,1988,Man,Black - African-American / Hispanic - Puerto Rican,Christian - Protestant,Gay,Open - Retired,86.44285008,13.04503577,88.74354183,11.10831933,3.352508428,31.61258789,62.0734168,1.810981188,0.343397125
New York's 16th,NY-16,Democratic,Jamaal,Bowman,2020,1976,Man,Black - African-American,Unknown/Refused,No,Open - Lost in primary,75.29255749,23.82669729,84.03700427,0,41.92199996,31.56060514,20.66638464,4.665498278,0.2316633428
New York's 17th,NY-17,Democratic,Mondaire,Jones,2020,1987,Man,Black - African-American,Christian - Protestant - Baptist,Gay,Open - Retired,59.5879316,39.3938288,59.29151695,35.24299088,68.29359127,10.54466456,14.59059639,5.334919568,0.1210365696
New York's 18th,NY-18,Democratic,Sean Patrick,Maloney,2012,1966,Man,White - Non-Hispanic,Christian - Roman Catholic,Gay,Won,51.77754163,46.79238494,55.78059575,43.2424861,74.32406556,9.097349877,12.58616728,2.503638174,0.2096737132
New York's 19th,NY-19,Democratic,Antonio,Delgado,2018,1977,Man,Black - African-American / Hispanic - Puerto Rican,Unknown/Refused,No,Won,49.78883319,48.32046195,54.45458952,42.93862024,88.19376473,3.924234185,5.238354178,1.194489759,0.1241616821
New York's 20th,NY-20,Democratic,Paul,Tonko,2008,1949,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,59.32059981,38.65337271,61.14091868,38.80592861,82.12568188,8.243611829,4.880849842,2.939276486,0.161498708
New York's 21st,NY-21,Republican,Elise,Stefanik,2014,1984,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,43.82601863,54.24003019,41.14733196,58.80964776,91.568416,3.107470072,2.808413459,0.6977987621,0.8192338713
New York's 22nd,NY-22,Republican,Claudia,Tenney,"2020, 2016-2018",1961,Woman,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Lost,43.22313335,54.69255564,48.8017695,48.83587058,90.77213848,3.391877564,2.919835892,1.582999124,0.2461623565
New York's 23rd,NY-23,Republican,Tom,Reed,2010 Special,1971,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,43.27649747,54.54593558,41.10794604,57.69144984,91.22550373,2.709540896,3.073879842,1.287146932,0.4885454044
New York's 24th,NY-24,Republican,John,Katko,2014,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,53.42966788,44.35408517,42.96498498,53.12987451,86.27688495,7.218020084,3.251160468,1.460987924,0.4059327206
New York's 25th,NY-25,Democratic,Joe,Morelle,2018 Special,1957,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,60.09378309,37.77230786,59.29249809,39.12633799,75.77097391,13.64815345,6.870229008,2.152542529,0.1910704561
New York's 26th,NY-26,Democratic,Brian,Higgins,2004,1959,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,62.62587396,35.61755793,69.80974565,28.66696891,74.67990762,16.47944573,5.155658199,1.990762125,0.3676674365
New York's 27th,NY-27,Republican,Chris,Jacobs,2020 Special,1966,Man,White - Non-Hispanic,Unknown/Refused,No,Won,41.1176487,56.81326002,38.98745594,59.70782674,93.49117689,2.418350648,1.921161235,0.7622385086,0.6617333144
North Carolina's 1st,NC-01,Democratic,G.K.,Butterfield,2004 Special,1947,Man,Black - African-American/Bermudan,Christian - Protestant - Baptist,No,Won,53.89174183,45.26267733,54.17677802,45.82322198,47.74860466,45.70449202,3.023994544,1.34868362,0.7358087615
North Carolina's 2nd,NC-02,Democratic,Deborah,Ross,2020,1963,Woman,White - Non-Hispanic,Unitarian Universalist,No,Open - Retired,64.32943939,34.03391112,62.96359103,34.83309612,71.64182993,20.1629151,4.695532861,1.524940948,0.4203140197
North Carolina's 3rd,NC-03,Republican,Greg,Murphy,2019 Special,1963,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,37.71576532,60.90693213,36.61598888,63.38401112,71.57988258,20.29075135,4.88476212,1.158476038,0.3588662613
North Carolina's 4th,NC-04,Democratic,David,Price,"1996, 1986-1994",1940,Man,White - Non-Hispanic,Christian - Protestant - Baptist,No,Won,66.55367752,32.17789588,67.32999945,32.67000055,64.72011793,23.33472515,4.338193314,5.471526079,0.3706765059
North Carolina's 5th,NC-05,Republican,Virginia,Foxx,2004,1943,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,31.60268534,67.35557933,31.10911526,66.92978995,79.57822079,14.58660492,3.578114326,1.010531172,0.3770638702
North Carolina's 6th,NC-06,Democratic,Kathy,Manning,2020,1956,Woman,White - Non-Hispanic,Jewish,No,Open - Retired,61.5734613,37.19462429,62.27289139,37.72710861,72.96938611,20.77781165,3.581484603,1.15676393,0.3326817195
North Carolina's 7th,NC-07,Republican,David,Rouzer,2014,1972,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,40.71984149,58.07117339,39.59350564,60.24727559,74.48026488,19.54458078,3.250091033,0.6715274073,0.7773797729
North Carolina's 8th,NC-08,Republican,Richard,Hudson,2012,1971,Man,White - Non-Hispanic,Christian - Protestant,No,Won,46.08379579,52.53791588,46.71624338,53.28375662,66.32745164,23.1173566,5.831548767,1.793710068,1.092862326
North Carolina's 9th,NC-09,Republican,Dan,Bishop,2019 Special,1964,Man,White - Non-Hispanic,Christian - Protestant,No,Won,45.50170569,53.35176092,44.4079045,55.5920955,65.16720069,19.56044948,3.81244641,1.899002663,8.212464461
North Carolina's 10th,NC-10,Republican,Patrick,McHenry,2004,1975,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,31.21547881,67.66438151,31.09240232,68.90759768,82.76943994,11.85570604,2.814237654,1.195767749,0.3512349875
North Carolina's 11th,NC-11,Republican,Madison,Cawthorn,2020,1995,Man,White - Non-Hispanic,Christian - Protestant,No,Vacant - Resigned,43.301993,55.38861721,42.34391141,54.50488176,91.11942519,3.201394499,2.364695379,0.8783640151,1.414055525
North Carolina's 12th,NC-12,Democratic,Alma,Adams,2014 Special,1946,Woman,Black - African-American,Christian - Protestant - Baptist,No,Won,70.07325166,28.50196831,100,0,48.51165316,39.79158695,5.991652799,3.368246821,0.2758669787
North Carolina's 13th,NC-13,Republican,Ted,Budd,2016,1971,Man,White - Non-Hispanic,Christian - Protestant - Nondenominational,No,Won,31.79394,67.07576251,31.81810062,68.18189938,70.90185324,22.35746826,3.087266133,2.031049582,0.3998407714
North Dakota's At-Large,ND-AL,Republican,Kelly,Armstrong,2018,1976,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Won,31.92697769,65.46305816,27.55077363,68.96242386,89.20338411,1.805804881,2.576293479,0.6522936921,4.307448945
Ohio's 1st,OH-01,Republican,Steve,Chabot,"2010, 1994-2008",1953,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,47.65110474,50.85078903,44.64798785,51.79542417,74.11735154,20.74258761,1.575044888,1.928569435,0.07535654811
Ohio's 2nd,OH-02,Republican,Brad,Wenstrup,2012,1958,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,42.90907866,55.60795614,38.90835737,61.08183476,87.79251064,8.410387122,1.282572738,0.9074721838,0.1843867784
Ohio's 3rd,OH-03,Democratic,Joyce,Beatty,2012,1950,Woman,Black - African-American,Christian - Protestant - Baptist,No,Won,69.97948526,28.40898776,70.82705268,29.14086928,60.30640796,30.81326545,3.224622724,2.363194349,0.1999908261
Ohio's 4th,OH-04,Republican,Jim,Jordan,2006,1964,Man,White - Non-Hispanic,Christian - Protestant,No,Won,31.23250291,67.12768878,29.31224937,67.85309499,89.99761389,5.132887926,2.721999927,0.5845967475,0.2578833376
Ohio's 5th,OH-05,Republican,Bob,Latta,2007 Special,1956,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,36.67725734,61.61648621,32.00213767,67.99786233,91.2723649,2.78751642,3.952529782,0.8579064184,0.1521945917
Ohio's 6th,OH-06,Republican,Bill,Johnson,2010,1954,Man,White - Non-Hispanic,Christian - Protestant,No,Won,26.52110888,72.20390485,25.58641063,74.41358937,95.25657219,2.350813743,0.8578152971,0.3153198179,0.1662925841
Ohio's 7th,OH-07,Republican,Bob,Gibbs,2010,1954,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,33.21967101,65.31125037,29.17452339,67.4961275,92.96465553,3.799212955,1.387302105,0.48238217,0.1341965435
Ohio's 8th,OH-08,Republican,Warren,Davidson,2016 Special,1970,Man,White - Non-Hispanic,Christian - Protestant,No,Won,32.53528506,65.98707232,31.01325188,68.95482939,89.70310528,5.665226563,1.790764299,1.275827445,0.1492303582
Ohio's 9th,OH-09,Democratic,Marcy,Kaptur,1982,1946,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,58.79217963,39.72985903,63.07431268,36.9127628,73.11317688,14.86984705,8.94401055,0.9936757645,0.2145225249
Ohio's 10th,OH-10,Republican,Mike,Turner,2002,1960,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,46.9561832,51.36726726,41.643193,58.356807,78.52413265,16.29364124,1.783955346,1.410017876,0.1605194995
Ohio's 11th,OH-11,Vacant (D),,,,,,,,,Won,79.77304651,19.22381276,80.05330318,19.94669682,41.16761331,52.02321503,3.424122289,1.514314032,0.1915526246
Ohio's 12th,OH-12,Republican,Troy,Balderson,2018 Special,1962,Man,White - Non-Hispanic,Christian - Protestant,No,Won,46.25704885,52.19982428,41.7771756,55.24456671,89.32533156,4.586730588,1.881758057,2.310424467,0.1154774819
Ohio's 13th,OH-13,Democratic,Tim,Ryan,2002,1973,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,50.98155381,47.61533332,52.48805173,44.9357771,84.2989947,10.7330739,2.506936187,0.7936078982,0.2179944511
Ohio's 14th,OH-14,Republican,David,Joyce,2012,1957,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,44.869648,53.88132157,39.90086803,60.09913197,91.46943114,4.353870056,1.794426828,1.340141555,0.1199313121
